%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.name5,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5
1407779897577477980,39,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779897678404328,40,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779897777553878,41,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779897878507120,42,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779897977537925,43,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898078387613,44,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898177485847,45,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898277488994,46,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898377428226,47,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898478506940,48,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898577490415,49,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898678382345,50,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898777367216,51,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898878361773,52,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779898977529659,53,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899078513544,54,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899177426023,55,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899278531587,56,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899377582188,57,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899478413171,58,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899577541519,59,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899680509211,60,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899777408746,61,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899878416635,62,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779899977378518,63,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
1407779900078401752,64,0,,jaco_joint_1,jaco_joint_2,jaco_joint_3,jaco_joint_4,jaco_joint_5,jaco_joint_6,-1.72951273828,-1.74092225302,0.4513749121,-0.818147055322,1.51456607722,3.13796383029
